Student ID,Hardness of Skill Tested,Number of Hard Questions,Number of Medium Questions,Number of Easy Questions,Percentage of Hard Questions Correct,Percentage of Medium Questions Correct,Percentage of Easy Questions Correct,Accuracy on Hard Questions,Accuracy on Medium Questions,Accuracy on Easy Questions,Percentage of Time Left on Clock,Total Questions,Weighted Score,Passed
208834.8116,1.016099199,3.049090777,5.010952748,18.0809766,26.27719964,53.98602281,74.04057788,20.19008053,63.54223614,80.45421375,42.02441174,26.141020125,387.11194097392183,0
738608.773,2.992023856,2.992640761,5.013030181,19.03301702,25.18851417,42.43715582,77.28861224,9.934167703,33.28969066,41.92915584,21.51488732,27.038687961999997,543.4132783039481,0
213206.3246,3.061199615,1.942233551,4.990874565,19.94412198,11.58053757,54.05116245,73.09625931,14.88290288,49.81835282,62.10337986,32.52878556,26.877230095999998,844.5639063064061,1
236965.9724,1.981066144,3.039197047,9.055079555,15.94459538,31.08116777,49.33372234,73.24393295,9.366191676,30.83105748,39.33737419,19.10680598,28.038871982000003,332.28646497999756,0
461241.0472,1.066900508,1.973151575,8.020210649,15.91383366,30.99752976,47.32562418,71.1735868,17.70113854,58.42521407,71.33368985,36.56204003,25.907195883999997,346.9570812076132,0
385826.4153,2.056994966,2.956251753,8.051152186,19.99322882,37.92792171,53.041972,75.80976024,10.51650853,35.55057537,46.96100623,22.70567966,31.000632759,388.54400838001925,0
935930.9696,2.008760704,1.059844528,5.968732723,16.06924871,48.47172704,46.54112063,74.52181746,14.00954125,47.26899546,58.62663177,28.95627869,23.097825960999998,631.5926610248189,0
702890.162,2.946241603,3.074263882,8.011042307,15.05596571,32.98234592,47.5858474,79.01666574,13.14567856,42.34113673,51.71230268,25.54839003,26.141271899000003,737.4509326058053,1
702550.7901,2.017836317,1.97068489,6.935160576,20.00438882,28.48386287,46.75288809,76.43650754,6.299874554,18.74447758,23.8027444,11.92985047,28.910234285999998,201.09199253392393,0
467550.5382,2.994137863,2.958265755,6.993299541,17.92198234,21.08135498,53.5073855,75.68237862,10.26086435,32.86298047,44.00497538,-78.38965003,27.873547635999998,567.0569842131298,0
118309.7581,1.945540249,2.057553955,6.060984095,19.9541367,36.49472776,50.01389758,75.77143958,9.595726268,32.19560362,39.81273558,19.8722211,28.072674749999997,345.6385940630438,0
596015.5262,3.011536777,3.124300327,8.958273831,14.97610321,27.69575824,54.09303274,75.59083986,6.414694492,16.69121118,23.35380683,11.13710802,27.058677367999998,317.1472492829299,0
398825.3843,0.941589686,1.956048625,4.993329697,15.9669041,38.04614473,56.04055317,76.23581431,13.23029087,44.80047883,58.04249868,29.15862356,22.916282422000002,306.9246151549303,0
429754.0936,2.001813626,0.97259112,8.982076123,18.98283645,15.39574123,51.5531795,74.93007161,16.35341839,54.34193789,67.24353184,35.02367788,28.937503693000004,560.9803139056866,0
915712.4915,3.002702734,0.993702492,6.751660468,15.05831446,38.45740218,52.01697584,72.80347898,16.69625392,53.28269643,63.55682522,33.38088839,22.80367742,1060.2537723462885,1
539274.8046,2.034133374,2.032964644,10.00527312,18.92694929,48.3456829,50.12862247,73.83547085,11.69948061,35.7031317,45.58151879,23.69483098,30.965187053999998,376.5767876796431,0
736386.0279,2.980577781,0.997623351,8.925777484,18.04536855,36.98170073,49.07918984,75.54661239,17.02530022,52.10142695,64.91933916,33.02298222,27.968769384999998,863.4396471794004,1
760594.3229,3.014257882,1.958994885,8.91642994,18.05873343,23.55788717,48.30915389,77.3939725,14.30334437,44.41382675,54.15355332,28.55985913,28.934158255,696.2304341797045,1
345471.8344,3.009400351,0.929333432,7.881869635,18.00739239,32.1391088,43.87072488,76.65728983,-0.321835549,99.32246326,99.08628484,16.4700026,26.818595457,1340.7416719550276,1
519518.7365,0.980040285,2.991102924,5.020634174,14.97893277,41.28475668,51.36839277,72.84376495,14.48329005,46.25455812,57.93257708,29.34425421,22.990669867999998,307.9398198552071,0
317349.0036,3.038610788,1.106036492,5.060700301,19.10990088,45.41091138,54.06520063,72.15472291,6.68032057,17.14657079,19.81014022,10.97722956,25.276637673000003,320.17850092149973,0
910973.0637,0.987750607,0.985671693,4.984255414,16.93751672,10.90347474,44.1208475,73.75780199,12.47298052,38.91990386,48.93402739,24.37982302,22.907443827,236.6004915721248,0
88847.11513,3.055624416,0.942512697,9.197440043,17.17260931,30.08807449,53.85049082,77.42478722,11.77587151,36.71733044,47.22134664,24.23660781,27.312562049999997,670.7640108714079,1
946855.2447,1.057643298,0.959843938,9.962006092,17.06788159,23.48478963,54.04638648,76.05664003,9.734864614,33.81021365,43.75366314,21.25924903,27.98973162,204.19242127858385,0
396427.432,1.009820506,1.987235941,10.04277406,17.88098844,23.12903962,50.25919527,76.93293501,10.00968556,34.45583438,44.18910735,22.95163689,29.910998440999997,181.8211466106744,0
614686.3264,3.053930344,2.011226935,5.977192167,18.10000358,20.9250811,48.90782336,74.26913356,9.417611519,29.32885748,38.49985584,18.34914885,26.088422682,526.4027841074131,0
756979.256,2.972475523,2.998443185,8.94739986,17.8844828,30.55559634,49.0052721,76.45311285,11.94942384,37.63655191,50.83337714,25.39536943,29.830325845,608.2820883655953,0
259727.7487,2.039592461,2.988160958,5.000869962,16.95299394,35.55193244,45.2486984,76.65698341,10.39395361,36.90511071,46.03713764,22.84752859,24.94202486,456.2709396200083,0
283678.326,2.039343951,0.949802135,5.925474349,15.01512394,21.67324413,45.26297475,78.76289774,7.904719446,25.24459712,33.99627571,16.70440217,21.890400424,372.62788003662195,0
320977.5058,1.015824267,1.97174876,4.951502302,20.00862231,20.33932911,51.17533847,74.13252604,14.47091879,47.10423923,57.71636255,29.44657131,26.931873372,264.50147631238934,0
830962.4049,0.979124912,2.018152059,5.982098631,19.88399255,39.01329165,43.69155836,72.41426303,8.788244595,28.42791552,35.51741939,18.83860853,27.88424324,146.6401379802207,0
109457.0275,1.962131912,2.986389167,7.730145847,16.01681419,29.00623918,54.58272733,71.43900949,14.49362733,49.55366386,63.70300706,32.55021469,26.733349204,564.6128116238623,0
902965.7572,1.030030077,1.010342446,8.9165835,14.96929941,16.4005351,53.70549264,72.17055381,11.22254708,37.49282883,45.76933986,24.01787981,24.896225356,228.55004037033282,0
139407.9115,2.042848133,0.968441321,8.960335716,20.15665142,48.16601332,55.62755911,75.98338455,15.72890053,48.67715078,60.82652967,31.51795223,30.085428457,550.1809424641557,0
509346.6034,2.09640186,1.02841587,8.924667125,20.05697893,12.12398661,50.73390278,72.66592666,13.82027375,49.90297759,62.080998,31.82598619,30.010061925,504.76195826520194,0
912138.2001,1.019751654,2.991979698,9.000160626,19.03567404,32.31181477,42.24830379,74.60418675,101.2643137,-0.279578649,99.5484357,22.84176222,31.027814364,351.9706133837458,0
238595.6132,3.023423383,2.982776078,7.137816592,15.97033745,31.31228725,52.63808462,73.40979807,13.52395325,41.8451519,51.29954175,26.39138335,26.090930120000003,741.7184558520598,1
374999.8092,2.085035533,1.988430547,8.063173842,16.98885979,34.0368664,53.30536778,72.80497872,6.965094048,21.55377175,25.88060558,13.09986764,27.040464178999997,252.64594561337339,0
418553.9504,2.988706993,0.913500683,10.10941558,15.10298642,29.71855891,54.98292284,72.12113475,9.918730775,25.86899186,31.47548243,16.0942914,26.125902683,456.7336609756041,0
316115.4724,1.971599347,1.930865875,7.87186453,20.03194118,39.18544055,55.14351926,78.42870911,6.790743832,25.95134455,32.85369959,16.1736293,29.834671585000002,282.97393307754743,0
592688.5689,3.00868151,1.036273529,8.027874138,17.92897773,43.59964408,49.31211157,76.11932041,18.89729038,60.28926095,76.30608533,39.37350306,26.993125397,1072.0722821059167,1
344546.2368,1.000835588,3.001503451,9.086303726,15.90170225,38.48809053,44.19070674,78.85865382,10.91159996,35.5873262,46.11688499,23.28226067,27.989509427,202.12205833250638,0
225055.0088,2.009854844,1.980652433,7.08953156,19.02882023,27.08629661,58.29254532,75.9796142,10.54562616,37.92098923,47.72575288,23.76584539,28.099004223,438.7619892540156,0
715245.2453,2.976684482,2.038556978,5.011810186,18.97161356,33.01907264,45.8962616,77.39268164,15.91770526,53.19941858,65.68036296,34.76016184,26.021980724000002,922.2328546255899,1
335528.0546,1.016589658,2.952405966,8.013074124,16.9368988,35.29127729,52.32385494,77.22580704,20.46156603,66.78220721,81.93980809,42.42725541,27.90237889,385.6889232870964,0
551959.6923,3.020301903,3.003897699,7.924520343,17.84552064,26.93516186,45.48072402,75.53770543,5.624525576,23.24487903,27.01759316,14.33134627,28.773938682,341.59099850588115,0
202779.1888,1.910601197,1.920040822,5.975242495,17.92727693,20.71909441,56.40957137,78.12053852,2.366457713,12.67442189,15.23826094,8.376144708,25.822560247000002,144.93046257075528,0
316205.6781,2.94807184,1.034392261,7.957470301,17.8741368,46.72869173,45.97517807,78.63923696,12.8290831,42.03863422,51.06765939,26.51937861,26.865999361999997,719.5307109270404,1
598789.4457,1.003179671,1.956701854,8.086565506,19.09617657,32.83847459,44.04587302,70.74575799,11.31873401,37.4099045,44.17384224,22.78125229,29.13944393,177.89265534343693,0
991705.4973,1.064823593,0.926910713,7.968022005,16.09984422,27.58123317,52.2004533,70.57465946,8.24508402,27.3937091,34.30688135,16.48184962,24.994776938,174.41401911937737,0
303235.9507,2.933716823,2.042064271,5.9260351,16.00408746,14.0150718,53.46338883,72.44237422,17.46488301,59.0977004,74.79049667,38.21854659,23.972186831000002,1081.271995913144,1
471751.4701,0.968652461,1.957874976,7.918156377,15.97009589,32.05364003,45.64218918,72.36586451,18.46150134,63.42150267,80.13649259,40.62867625,25.846127242999998,349.5745786154672,0
848739.7656,0.976680668,1.054660865,6.921989797,18.14398375,42.87475867,42.4814795,74.60524194,18.40368126,58.77884064,75.32120578,37.53367614,26.120634412,334.4209534204472,0
165056.7837,1.981319319,2.022845672,6.812344615,20.01121244,32.38129697,52.42310738,70.69589204,9.553170338,32.2971696,40.4363285,20.24287891,28.846402727,334.590145713476,0
875665.5491,1.054976498,2.943597265,9.895197562,14.98683227,26.20194129,56.26681758,71.26941475,9.811100741,37.03207326,44.62879747,23.7837045,27.825627097,210.19281333171884,0
984261.3019,2.952862835,1.011284734,6.909993179,17.82460687,21.97103148,50.9732634,74.7999871,12.19111228,42.15997268,55.32655445,27.66442604,25.745884783,752.9199610633743,1
160927.816,1.943818562,2.008291276,8.057821171,17.02938966,38.72706296,52.01604046,76.18457093,10.24933538,34.14377392,42.96759233,21.97249709,27.095502107,391.53440250601824,0
753734.6623,2.02537363,1.980740966,5.041856479,17.90436343,35.50716184,53.99746177,72.78618701,10.51641929,30.919954,37.88983154,20.13026952,24.926960875,390.8889196339913,0
980591.0645,0.939080428,2.961720851,9.098075636,16.95439741,36.25445325,52.53488728,75.37634667,17.83656713,57.72147532,70.96714929,36.35859868,29.014193897,293.4649731532828,0
813863.3762,0.999599927,3.029979223,8.019367725,17.00310602,35.23672809,48.04247523,75.51797587,11.79930848,36.28668694,47.16362456,23.74454018,28.052452968,204.69612994390846,0
1001168.926,2.087081511,3.05540304,4.973242616,14.9912739,21.76596934,48.2571695,76.87257617,13.83545861,45.95505536,56.63125766,28.85596481,23.019919555999998,624.3151461778955,0
511181.2086,1.961359055,3.000850517,7.082209257,20.04339067,27.21978506,51.33745254,74.12599382,17.00912221,59.28233915,74.16370323,37.28449088,30.126450444,587.4260435356155,0
494726.211,0.941742221,2.01666074,7.095436292,17.01070315,24.08422357,44.46199095,75.06163984,10.5452582,34.18088137,42.62912403,22.23319196,26.122800182,180.1499964236177,0
749765.0461,2.030684589,1.003548083,6.120490582,16.00831224,44.05809809,46.53160925,76.56015996,10.52986598,35.07098297,40.62797877,21.89864389,23.132350905,457.9859549108205,0
671895.8111,2.9692897,2.916691037,6.01206532,17.04191621,28.66860864,54.09007147,71.74125985,13.41027329,41.29364576,52.05497599,27.72530771,25.970672567,727.3664758576309,1
680582.8946,1.999597714,0.974826113,8.946095318,17.10999373,29.02172191,49.3981397,73.02671172,6.404435659,19.51214409,22.69008797,11.89949439,27.030915161,208.06539941189976,0
502438.8906,2.996526892,3.021851679,6.098811372,19.05501626,42.17302783,49.30114005,73.27597196,11.19416722,37.51825236,49.57774827,24.46000828,28.175679311,634.1534978058993,0
406773.625,2.980914811,0.961098345,9.076970602,20.03358724,39.62145749,46.43376174,75.13350979,18.06770588,54.62955949,68.72738164,35.70564737,30.071656187,835.4658706676265,1
381071.6815,3.029627169,1.019517474,8.031040308,17.15873347,15.16650496,43.0618411,78.12780521,8.655209204,25.54908199,31.17355647,16.34097009,26.209291252,424.50317057971944,0
270914.6745,2.002168228,1.918887638,8.989133279,14.80596983,37.59358314,39.70445926,77.08353568,100.4180826,98.76581202,100.8358626,25.12152644,25.713990747,1205.4631980992526,1
333095.2582,0.903681142,1.050767982,5.889610257,14.91126986,48.77747537,50.01370702,79.23281262,11.16490738,35.97817447,47.57959287,23.20215745,21.851648099000002,253.90234567057416,0
748581.4867,1.086399068,2.000280645,9.038075106,16.96708524,12.9335834,44.43998305,76.01566397,6.487969244,20.99589077,26.25303772,13.27589211,28.005440991,117.34057538945345,0
827876.9044,1.958136507,2.064262841,9.016531323,17.17461969,23.59414451,49.4401248,75.90387567,16.98253204,51.30573643,63.90709278,32.72225151,28.255413854,540.8797128385133,0
232638.397,2.05535577,1.044688165,5.110202844,15.98709423,12.30417298,55.12519771,76.53350881,14.06284321,41.12401062,50.32960666,27.20324838,22.141985239,585.2817954509063,0
431501.3161,2.988603758,2.997404117,9.017190729,16.96785711,18.88034589,53.19951302,73.28715832,14.98895397,55.50186296,69.79952503,36.29152188,28.982451956,862.3960917312219,1
938423.536,0.926059178,1.975976333,9.928854297,19.03408504,29.67594369,47.35353753,75.74512288,12.54210119,43.817932,54.84349142,26.86484384,30.93891567,198.45627779528868,0
655406.6377,2.980650305,0.999750746,7.994489516,20.07003582,23.71170986,47.19668897,74.62561704,15.8524411,52.28438601,64.08395125,34.01161787,29.064276082,783.2289440127666,1
713387.8145,0.997515054,2.08398925,10.00905712,14.94784176,18.7925961,46.7924832,76.30071878,-0.198349702,99.53100612,98.96678056,32.56965035,27.04088813,451.4294505081088,0
430060.3693,1.970105719,1.977994533,6.933621608,16.09231338,35.66243866,44.27085294,74.07599176,11.61694991,40.44671871,51.25495523,25.72049598,25.003929521,473.9106076493831,0
163200.5212,0.955434568,1.965770451,8.11238988,19.01042846,29.4539732,56.24921275,74.40190648,14.92695894,50.9421666,62.76490885,33.04561917,29.088588791,263.0785133107212,0
887446.2063,2.969118242,2.987035168,7.994356236,17.00036587,27.95055871,45.26912053,73.03892656,18.25126034,67.3272901,81.24387906,42.262336,27.981757274,1008.6919000740123,1
591731.2453,1.979654403,0.986004155,4.987182866,14.89348245,16.38483788,54.28090685,75.3216228,14.22481781,49.67762013,64.04086067,31.82778696,20.866669471,737.091322912998,1
698362.8368,2.002761643,0.917581004,8.045506888,20.09607801,43.13913624,54.04144761,74.33727974,12.72555969,41.8495116,53.21507516,27.25451169,29.059165902,467.2819789393515,0
790556.7577,3.026108701,3.006448908,6.962527983,16.11806457,47.81329,54.58079755,76.81324739,12.34494826,39.90594568,49.71666062,26.48328019,26.087041461000002,765.1390856952743,1
811795.6769,2.047012063,1.981059992,8.995420248,18.99321111,45.65589219,51.58923075,76.34079786,99.32868878,99.14509377,0.531141509,21.31866068,29.96969135,662.5858547710393,1
174228.3399,3.056830277,3.019952632,5.929351199,20.02650342,28.55694251,47.73555154,76.5491805,5.742874822,16.03660641,22.96927047,12.13991127,28.975807251,283.97034831527753,0
304913.7586,1.023912717,2.047155798,9.926591639,16.08648604,21.92217883,47.58494982,74.5223694,10.01816846,34.54848878,43.71646477,22.21203004,28.060233477,187.67280910140985,0
937263.9141,1.983695498,1.974032573,5.060796253,17.04439389,23.22209167,50.11712848,78.02808089,10.27938564,28.62137195,34.37788809,18.41740358,24.079222715999997,359.58564717770327,0
847635.1946,0.994532755,2.986234953,5.966442304,16.94322144,29.37890041,50.69825492,73.90736239,18.25822906,60.09424133,75.94634694,38.84067562,25.895898697,354.6753730436403,0
559127.7087,0.95949811,1.006993958,5.134065942,15.94292397,12.86421277,54.40809806,76.28264333,11.39893292,35.63444605,45.25622061,22.28949458,22.08398387,241.60979654927618,0
233358.8082,3.019184956,3.073455133,7.995392663,16.00496385,24.54423736,53.39779293,78.54841539,16.38370601,52.53140333,67.24821367,34.38877237,27.073811646,947.9839765170573,1
700538.3269,2.006035213,1.975036171,8.119578463,18.96185271,35.53384257,49.85630696,71.69242254,10.66178893,32.69101175,40.65650488,19.85067571,29.056467343999998,340.5956511870456,0
990061.2131,0.988068555,1.04813548,5.011744506,14.91946491,11.38766484,54.55632813,76.68460554,2.425753573,6.190037922,7.89614628,3.819850898,20.979344896,45.90603643527478,0
405056.5171,1.011223793,1.981497639,10.08064475,15.9324413,36.09806704,47.3347026,75.64890065,7.986186982,24.7664881,31.82980586,15.96706407,27.994583689000002,140.30843689484715,0
322360.9675,1.001673319,1.022572987,7.939773238,18.07999386,18.05398498,49.64302286,75.31348213,7.831448414,24.09594721,29.13876793,15.06601643,27.042340085,131.3903666544976,0
919275.274,1.02129415,1.956215341,6.961108732,19.18161301,24.05209804,49.36410469,73.18960687,18.21984479,57.3719725,75.13747884,38.85311794,28.098937083,320.1266606476173,0
861590.7059,1.97194675,2.013276865,5.990312417,19.12518996,37.16969275,50.22904112,74.88586697,12.02028192,42.1639052,51.91700517,26.31630954,27.128779242,469.9912266262048,0
504195.8311,3.062416315,0.934373353,7.984988524,19.84717856,40.83422425,45.60913526,75.22819002,11.46071306,38.17954864,46.70139725,24.41933966,28.766540437,610.0616622001434,0
645560.8902,0.989450962,3.046415973,7.913107366,16.99737141,24.33341113,54.9085966,75.14593243,19.64057996,56.62221523,69.5851939,36.65626521,27.956894749,313.3276727878404,0
105884.6747,1.999157289,2.040545592,7.976495972,19.07322232,13.90650948,48.84393644,76.34588887,17.83055087,60.18338277,74.58859585,38.45387452,29.090263884,611.7215817540399,0
287719.1594,1.999828625,0.98409282,7.061869303,17.04324729,35.50156984,51.29319857,79.13726429,17.01720062,54.90864367,69.44136746,35.65686054,25.089209413,712.1022782373801,1
230804.6709,2.938327127,3.010345586,8.019315493,16.21253317,27.52661495,53.07877641,74.24457456,22.37157483,71.78147477,87.83437572,45.7307969,27.242194249,1182.427814973637,1
606079.378,3.038165489,1.978395259,10.09325973,15.01695515,20.68682206,43.59768687,76.42598135,6.290416835,23.19527142,29.97972778,14.87987518,27.088610138999996,385.54006632132183,0
103048.0801,2.947134179,3.033456687,6.017206339,16.02236686,34.21981765,44.14494545,72.64227276,9.467706557,33.23018278,41.91042247,20.99655866,25.073029886,569.1995683274448,0
558129.3347,3.00587001,3.059947485,5.029983857,16.95227271,35.17513484,52.74220585,75.14901983,7.567000194,25.35713185,31.23055362,16.73599377,25.042204052,474.856203683978,0
472700.7408,1.011772417,2.02840857,6.10864815,19.96899361,14.26337332,49.63664939,76.33353046,11.35365618,37.8409037,45.80101468,24.65470517,28.10605033,200.17830998118805,0
760440.1944,2.977229482,1.079828583,5.99380438,15.92808673,13.1365016,53.10749099,70.45519958,14.12363277,48.16143567,60.50491379,30.54051566,23.001719693000002,908.1698575937587,1
223118.9759,1.968651513,3.052406253,4.864945377,20.18148181,37.48170314,50.75793604,76.92393945,7.682019475,25.76870024,32.64819363,16.38396661,28.09883344,288.34945058935,0
882039.0077,1.984201153,1.008883595,9.177473621,16.00124234,29.10878755,47.78407076,79.79917673,7.925694207,21.8008483,30.38983418,14.76728964,26.187599556000002,280.72062895241584,0
458379.2661,2.979644315,3.08667701,9.083841683,18.9767108,27.74910196,49.83430696,75.54386234,16.59596462,50.82353791,63.70475104,32.72695407,31.147229492999998,747.7769559525715,1
146810.4197,2.018660561,0.954996109,4.918610622,19.80959832,43.37370912,44.50631537,77.18839832,13.60973262,44.84344183,55.51595935,28.83648437,25.683205050999998,541.1971286112241,0
463278.7019,3.011811119,2.963658652,5.991217272,19.03553255,29.22871346,42.64768263,73.81331866,14.54409408,48.42416331,61.49377856,32.22878561,27.990408474,757.5196108489863,1
900528.5118,2.03255311,2.931339395,9.014062142,14.9512995,36.98909326,44.35237751,76.26036147,4.425236067,14.35879632,18.04247316,9.825040104,26.896701037,164.83772495490706,0
620533.4569,2.048383946,1.960951332,7.908437619,16.02793687,24.02816416,45.4349562,74.33978829,8.732113726,27.32095596,33.61046407,17.98752826,25.897325821000003,313.1044206740643,0
439776.31,2.997401461,1.066523223,7.846472992,18.05780821,28.82225317,48.79841341,76.13065383,10.02029847,34.67520918,43.22055097,23.00591226,26.970804425,586.6804223886386,0
271769.7244,2.018868121,0.990906167,8.886188255,14.9911133,24.77604335,52.27931614,75.24285229,12.45900009,42.00475866,51.15748629,27.12479193,24.868207722,516.9174644728045,0
286477.8011,2.955565299,3.011272618,9.026971784,19.11302791,32.53246749,51.37152414,74.079122,1.59895956,5.768980095,7.765988695,4.29382194,31.151272312,87.77431478500546,0
971868.71,0.976370977,2.980354221,4.978200129,17.92604352,29.49258759,51.70079954,75.51767623,9.286865981,30.15122019,36.66871404,18.90071157,25.88459787,174.31350370862006,0
266235.7949,1.937440428,3.025186451,8.152555271,16.98411064,20.96849819,44.68310809,78.5379085,14.57178033,46.86532364,61.33873778,31.91471937,28.161852362,497.6421470891492,0
794813.4917,2.007405625,1.969358578,6.780019531,15.04862442,34.34687331,51.47740797,73.07067469,6.294089042,17.50854868,22.21630546,10.82742625,23.798002529,231.6496880916878,0
799428.0792,0.948851375,2.924653104,4.933671566,17.04221534,20.81599207,43.26681706,77.68797673,13.09873782,47.15642339,56.87455095,29.16299249,24.90054001,257.6771198016487,0
925550.6352,2.084343623,0.977821172,6.928640161,19.91760162,34.83717242,47.301362,74.25787399,11.20560252,37.9635284,48.08092614,23.76704606,27.824062953,432.08142637494757,0
174033.2911,0.979352406,0.990682892,9.033361262,20.02275075,15.7516635,50.8119468,70.7294258,16.25933208,55.94073517,66.59309416,34.50520387,30.046794904000002,255.66572661055847,0
460677.0978,1.016014558,0.990738896,5.099974366,19.93098022,23.80730594,56.88120615,73.84276813,12.59545852,41.33586987,50.22153612,24.9510875,26.021693481999996,249.26865412469215,0
299464.5161,2.00520952,2.006449442,7.013451094,16.12894515,21.64601588,54.53185803,74.1255764,19.86339617,64.46462613,81.68170919,41.5348395,25.148845686,798.9915927957552,1
687647.7352,3.007172011,1.962802727,9.994423757,16.09636599,30.1090654,52.66009076,77.02779201,18.48665831,59.57097354,73.2489471,37.51840872,28.053592474,1002.0811328961979,1
633662.4996,1.012483149,2.982916168,8.914524974,19.13835593,38.91993222,48.37497828,76.13108566,9.143155963,30.20779101,38.15196709,19.50643796,31.035797072,154.66498465865513,0
456263.0983,1.007216933,1.03810283,7.041816245,14.86909858,16.15936404,42.50183875,78.33730775,14.94521639,46.58460786,57.15971438,28.74280402,22.949017655,295.27473558171846,0
242903.2802,3.045603817,2.0352852,5.971090047,17.99641715,23.58050757,54.55166808,76.6475641,15.07494061,47.47261829,59.91651031,31.37908075,26.002792397,884.0605798109144,1
419443.4381,2.963095797,0.999111486,5.02262833,17.00608458,17.06889765,49.26279942,75.07854114,13.4958383,47.55431046,57.88346311,30.9327716,23.027824396,891.6200363423011,1
842720.379,1.993419718,2.995371631,5.050262352,18.00570408,39.71826166,47.58056235,74.8803228,12.41344148,38.87284553,49.38934024,25.06039265,26.051338063000003,463.20665788490265,0
686989.7611,2.979507629,1.033535945,9.015773459,16.96054847,10.8444446,51.26597879,73.68186457,9.70008733,31.62774293,39.10433341,20.92809033,27.009857873999998,509.0807859190891,0
150160.3253,3.029638658,0.955497356,5.101375053,17.91488365,21.29800601,47.71841921,78.75455549,5.895779589,23.19167433,27.37850566,14.40010799,23.971756059,428.84174224131135,0
936409.7401,1.002719354,0.992083148,8.994574449,18.09319054,44.25833079,52.03972694,72.28865648,19.69795079,64.51142557,78.02383113,40.69770595,28.079848137,353.87402405917106,0
947339.0896,2.987525312,2.032572476,9.944512269,14.97011301,28.33364205,52.81088986,73.76242226,6.208953385,25.39290227,32.15780738,17.06822174,26.947197755,431.78885897256055,0
537526.4418,2.009004906,0.990244907,7.986171642,18.91934634,45.72887951,48.43625761,75.18554259,7.854622829,24.87118076,33.60625146,16.68191656,27.895762889,295.19269809847344,0
880215.5541,1.981389171,1.046982312,8.793268812,15.95623294,19.40724223,47.35551573,77.27492975,2.908773619,13.31351103,13.66812879,7.713655242,25.796484064,134.18568880915208,0
102019.4181,2.013348584,1.007503606,8.974313627,16.02796614,35.20225601,49.91608526,74.4493447,8.447912414,29.63799971,37.25096149,18.4443316,26.009783373,352.9209773807762,0
527077.119,1.018655454,3.073858992,10.07302464,17.11112676,26.15071631,52.16786434,77.15224386,9.666105426,31.89794691,38.98005865,20.13317455,30.258010392000003,166.4425073298927,0
598386.9735,3.019009061,1.947582827,8.97380061,18.95904996,12.48913733,52.79952232,74.82901325,15.06318165,48.31742619,59.09021393,30.96578229,29.880433397,724.5498975658483,1
445947.6279,0.968913102,2.991006892,9.111545466,18.86961298,33.80651564,50.90914389,77.60429386,8.00624439,22.99909637,28.56837795,14.96181378,30.972165338,114.93497266441561,0
537291.9409,3.01471283,1.032744633,8.012154193,17.06677654,39.48571894,52.60340536,75.52606591,12.82652752,38.266284,48.70211783,23.76634255,26.111675366,716.460897948402,1
222935.5902,2.969409152,0.996107014,9.995382073,20.06704267,35.29010096,57.84049595,75.34199174,9.365841464,30.55917273,37.21405804,19.40109878,31.058531756999997,469.2762200520247,0
182807.282,2.029578348,0.978769373,9.201131224,17.98224183,27.34874327,50.56354379,76.7661729,20.26661079,66.25274978,82.56940409,44.24277108,28.162142427,739.7434999177144,1
248961.5504,2.04013499,3.001574276,7.949149567,15.13644892,20.755059,50.53978818,73.45993558,19.70691027,58.90513724,75.32733474,38.05900124,26.087172762999998,699.0129794686864,1
122517.2802,0.99159197,2.999655833,6.914857026,15.81129937,26.52797895,48.09927482,75.38221998,14.08564903,42.12095004,51.95406411,27.08258379,25.725812229,244.50308963723182,0
332269.6252,1.975331698,2.030656378,6.826624703,20.05131382,43.59891377,42.32013875,77.19056514,10.42473323,30.76511419,39.1215723,20.40319541,28.908594901,327.0720794806734,0
351188.6543,1.025877976,1.977419355,7.10679415,20.03537784,21.46674861,46.79214895,74.48923082,11.5109755,36.21977774,45.3143591,22.55802056,29.119591344999996,188.10346825016745,0
601203.7914,2.919762577,2.948735026,4.99879751,16.92672604,23.76338986,47.08080614,76.66983543,9.215974475,33.40274899,38.74494622,20.11189862,24.874258576,559.7997866121211,0
770225.6425,2.933503523,1.027305898,5.09787116,14.98898602,20.84344209,54.56168821,74.81829265,9.807492788,31.3706685,38.98506586,20.17883467,21.114163078,672.4100217111146,1
508024.829,2.030283656,2.021273879,10.02845584,15.05573431,24.29044422,47.65581726,74.89934619,16.30800871,56.59642037,70.96367012,36.61309877,27.105464029,631.1668507227124,0
884466.8972,1.958451106,3.014816548,5.218086991,20.05924572,22.68843329,52.14685785,73.35195847,9.064501083,29.28448657,36.24863569,18.19590009,28.292149259,304.64460465462156,0
118145.2872,2.003813769,2.982966916,8.030718873,19.94253942,31.96223769,50.62689339,71.29822185,17.13976641,57.11901275,70.20090102,36.55222838,30.956225209,547.8162892591257,0
364745.046,2.947040254,1.988818752,5.052362715,15.17373252,33.01455186,53.22116404,74.14992667,9.428509749,30.6902013,37.6372443,19.89679861,22.214913987,629.1018877638913,0
134143.7758,2.990076811,0.944915418,9.879145011,16.12640672,42.54672505,51.74489685,76.9791066,6.409260824,21.28482522,28.25526609,14.30567528,26.950467148999998,394.2976085825783,0
123272.6223,1.056988041,0.97083241,5.023231735,15.89312262,12.27631531,50.29343027,73.06609277,16.69716898,55.87792956,69.89197317,35.79871142,21.887186765,393.86796794063304,0
